,type,comment,non-information,code,functional_type
864,Line,List to put imported/loaded database(s) in.,1,Optional<Exporter> exporter = Globals.exportFactory.getExporterByName(formatName);,assignment
865,Line,enables blanks within the search term: $ stands for a blank,0,"boolean bibExtension = aLeftOver.toLowerCase(Locale.ENGLISH).endsWith(bib"");""",assignment
866,Line,export matches,0,if (startupMode == Mode.INITIAL_START) {,conditional
867,Line,"read in the export format, take default format if no format entered",0,if ((newBase != null) && newBase.hasEntries()) {,conditional
868,Line,default exporter: HTML table (with Abstract & BibTeX),0,if (fileWriter.hasEncodingProblems()) {,conditional
869,Line,export new database,0,if (!loaded.isEmpty()) {,conditional
870,Line,"Leftover arguments that have a ""bib"" extension are interpreted as BIB files to open. Other files, and files that could not be opened as bib, we try to import instead.",0,ParserResult pr = loaded.get(loaded.size() - 1);,assignment
871,Line,"We will try to import this file. Normally we will import it into a new tab, but if this import has been initiated by another instance through the remote listener, we will instead import it into the current library. This will enable easy integration with web browsers that can open a reference file in JabRef.",0,File theFile = pr.getFile().get();,assignment
872,Line,"write an output, if something could be resolved",0,nan,empty
873,Line,Show just a warning message if encoding did not work for all characters:,1,return;,return
874,Line,This signals that the latest import should be stored in BibTeX format to the given file.,0,public SuggestionProviders getSuggestionProviders() {,method_declaration
875,Line,This signals that the latest import should be stored in the given format to the given file.,0,private void copyCitationToClipboard(CitationStyleOutputFormat outputFormat) {,method_declaration
876,Line,"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",0,public void delete(boolean cut) {,method_declaration
877,Block,"String clearSearch = ""clearSearch""; mainTable.getInputMap().put(Globals.getKeyPrefs().getKey(KeyBinding.CLEAR_SEARCH), clearSearch); mainTable.getActionMap().put(clearSearch, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { // need to close these here, b/c this action overshadows the responsible actions when the main table is selected switch (mode) { case SHOWING_NOTHING: frame.getGlobalSearchBar().endSearch(); break; case SHOWING_PREVIEW: getPreviewPanel().close(); break; case SHOWING_EDITOR: case WILL_SHOW_EDITOR: entryEditorClosing(getEntryEditor()); break; default: LOGGER.warn(""unknown BasePanelMode: '"" + mode + ""', doing nothing""); break; } } });mainTable.getActionMap().put(Actions.CUT, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.CUT); } catch (Throwable ex) { LOGGER.warn(""Could not cut"", ex); } } }); mainTable.getActionMap().put(Actions.COPY, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.COPY); } catch (Throwable ex) { LOGGER.warn(""Could not copy"", ex); } } }); mainTable.getActionMap().put(Actions.PASTE, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.PASTE); } catch (Throwable ex) { LOGGER.warn(""Could not paste"", ex); } } });",0,public void runCommand(final Actions command) {,method_declaration
878,Block,"The search can lead to an unexpected 100% CPU usage which is perceived as a bug, if the search incidentally starts at a directory with lots of stuff below. It is now disabled by default. *",0,public void insertEntry(final BibEntry bibEntry) {,method_declaration
879,Javadoc,"Returns a collection of suggestion providers, which are populated from the current library.",0,private void setupAutoCompletion() {,method_declaration
880,Javadoc,*Generates and copies citations based on the selected entries to the clipboard @param outputFormat the desired {@link CitationStyleOutputFormat},0,public void showAndEdit(BibEntry entry) {,method_declaration
881,Javadoc,"Removes the selected entries from the database @param cut If false the user will get asked if he really wants to delete the entries, and it will be localized as ""deleted"". If true the action will be localized as ""cut""",0,public void clearAndSelect(final BibEntry bibEntry) {,method_declaration
882,Javadoc,"This method is called from JabRefFrame if a database specific action is requested by the user. Runs the command if it is defined, or prints an error message to the standard error stream.",0,public void entryEditorClosing() {,method_declaration
883,Javadoc,This method is called from JabRefFrame when the user wants to create a new entry. @param bibEntry The new entry.,0,private void ensureNotShowingBottomPanel(BibEntry entry) {,method_declaration
884,Javadoc,Set up auto completion for this database,1,private void saveDividerLocation(Number position) {,method_declaration
885,Javadoc,"Sets the entry editor as the bottom component in the split pane. If an entry editor already was shown, makes sure that the divider doesn't move. Updates the mode to SHOWING_EDITOR. Then shows the given entry.@param entry The entry to edit.",0,public List<BibEntry> getSelectedEntries() {,method_declaration
886,Javadoc,"This method selects the given entry, and scrolls it into view in the table. If an entryEditor is shown, it is given focus afterwards.",0,public void setCurrentSearchQuery(Optional<SearchQuery> currentSearchQuery) {,method_declaration
887,Javadoc,"This method is called from an EntryEditor when it should be closed. We relay to the selection listener, which takes care of the rest.",0,private class SearchAutoCompleteListener {,class_declaration
888,Javadoc,Closes the entry editor if it is showing the given entry.,0,private class SearchListener {,class_declaration
889,Javadoc,"Depending on whether a preview or an entry editor is showing, save the current divider location in the correct preference setting.",0,"private final Map<Actions, BaseAction> actions = new HashMap<>();",assignment
890,Javadoc,Get an array containing the currently selected entries. The array is stable and not changed if the selection changes @return A list containing the selected entries. Is never null. ,0,private BasePanelMode mode = BasePanelMode.SHOWING_NOTHING;,assignment
891,Javadoc,Set the query the user currently searches while this basepanel is active,0,private PersonNameSuggestionProvider searchAutoCompleter;,var_declaration
892,Javadoc,"Ensures that the search auto completer is up to date when entries are changed AKA Let the auto completer, if any, harvest words from the entry Actual methods for autocomplete indexingmust run in javafx thread",0,private BibEntry showing;,var_declaration
893,Javadoc,Ensures that the results of the current search are updated when a new entry is inserted into the database Actual methods for performing search must run in javafx thread,0,private Optional<SearchQuery> currentSearchQuery = Optional.empty();,assignment
894,Line,Keeps track of the string dialog if it is open.,0,this.bibDatabaseContext.getDatabase().registerListener(new GroupTreeListener());,method_call
895,Line,"To contain instantiated entry editors. This is to save time As most enums, this must not be null",0,this.bibDatabaseContext.getDatabase().registerListener(this);,enum
896,Line,AutoCompleter used in the search bar,1,"String changeFlag = isModified() && !isAutosaveEnabled ? *"" : """";""",assignment
897,Line,Used to track whether the base has changed since last save.,0,title.append('*');,method_call
898,Line,the query the user searches when this BasePanel is active,0,"actions.put(Actions.COPY, this::copy);",method_call
899,Line,"ensure that at each addition of a new entry, the entry is added to the groups interface",0,"actions.put(Actions.PASTE, this::paste);",method_call
900,Line,ensure that all entry changes mark the panel as changed,0,"actions.put(Actions.COPY_KEY, this::copyKey);",method_call
901,Line,check if file is modified,1,"actions.put(Actions.COPY_TITLE, this::copyTitle);",method_call
902,Line,"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed This also happens internally at basepanel to ensure consistency line 224",0,"actions.put(Actions.COPY_CITE_KEY, this::copyCiteKey);",method_call
903,Line,The action for copying selected entries.,1,"actions.put(Actions.COPY_KEY_AND_LINK, new CopyBibTeXKeyAndLinkAction(mainTable, Globals.clipboardManager));",method_call
904,Line,"The action for pasting entries or cell contents. - more robust detection of available content flavors (doesn't only look at first one offered) - support for parsing string-flavor clipboard contents which are bibtex entries. This allows you to (a) paste entire bibtex entries from a text editor, web browser, etc (b) copy and paste entries between multiple instances of JabRef (since only the text representation seems to get as far as the X clipboard, at least on my system)",0,List<String> titles = selectedBibEntries.stream(),assignment
