,type,comment,non-information,code,functional_type
882,Javadoc,"This method is called from JabRefFrame if a database specific action is requested by the user. Runs the command if it is defined, or prints an error message to the standard error stream.",0,actions.put(Actions.PASTE,method_call
883,Javadoc,This method is called from JabRefFrame when the user wants to create a new entry. @param bibEntry The new entry.,0,actions.put(Actions.COPY_KEY,method_call
884,Javadoc,Set up auto completion for this database,1,actions.put(Actions.COPY_TITLE,method_call
885,Javadoc,"Sets the entry editor as the bottom component in the split pane. If an entry editor already was shown, makes sure that the divider doesn't move. Updates the mode to SHOWING_EDITOR. Then shows the given entry.@param entry The entry to edit.",0,actions.put(Actions.COPY_CITE_KEY,method_call
886,Javadoc,"This method selects the given entry, and scrolls it into view in the table. If an entryEditor is shown, it is given focus afterwards.",0,actions.put(Actions.COPY_KEY_AND_LINK,method_call
887,Javadoc,"This method is called from an EntryEditor when it should be closed. We relay to the selection listener, which takes care of the rest.",0,List<String> titles = selectedBibEntries.stream(),assignment
888,Javadoc,Closes the entry editor if it is showing the given entry.,0,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedTitles) + ""'."");",method_declaration
889,Javadoc,"Depending on whether a preview or an entry editor is showing, save the current divider location in the correct preference setting.",0,for (BibEntry be : bes) {,method_declaration
890,Javadoc,Get an array containing the currently selected entries. The array is stable and not changed if the selection changes @return A list containing the selected entries. Is never null. ,0,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedCiteCommand) + ""'."");",method_declaration
891,Javadoc,Set the query the user currently searches while this basepanel is active,0,for (BibEntry be : bes) {,method_declaration
892,Javadoc,"Ensures that the search auto completer is up to date when entries are changed AKA Let the auto completer, if any, harvest words from the entry Actual methods for autocomplete indexingmust run in javafx thread",0,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeys) + ""'."");",method_declaration
893,Javadoc,Ensures that the results of the current search are updated when a new entry is inserted into the database Actual methods for performing search must run in javafx thread,0,"StringReader sr = new StringReader(""\\bibtexkey - \\begin{title}\\format[RemoveBrackets]{\\title}\\end{title}\n"");",assignment
894,Line,Keeps track of the string dialog if it is open.,0,for (BibEntry be : bes) {,method_declaration
895,Line,"To contain instantiated entry editors. This is to save time As most enums, this must not be null",0,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeysAndTitles) + ""'."");",method_declaration
896,Line,AutoCompleter used in the search bar,1,UpdateField.setAutomaticFields(bibEntry,method_call
897,Line,Used to track whether the base has changed since last save.,0,getUndoManager().addEdit(new UndoableInsertEntry(bibDatabaseContext.getDatabase(),method_declaration
898,Line,the query the user searches when this BasePanel is active,0,markBaseChanged();,method_declaration
899,Line,"ensure that at each addition of a new entry, the entry is added to the groups interface",0,entryEditor.setFocusToField(field);,method_call
900,Line,ensure that all entry changes mark the panel as changed,0,mainTable.addSelectionListener(listEvent -> Globals.stateManager.setSelectedEntries(mainTable.getSelectedEntries()));,method_call
901,Line,check if file is modified,1,mainTable.addSelectionListener(event -> mainTable.getSelectedEntries(),method_call
902,Line,"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed This also happens internally at basepanel to ensure consistency line 224",0,"String clearSearch = ""clearSearch"";",assignment
903,Line,The action for copying selected entries.,1,adjustSplitter();,method_declaration
904,Line,"The action for pasting entries or cell contents. - more robust detection of available content flavors (doesn't only look at first one offered) - support for parsing string-flavor clipboard contents which are bibtex entries. This allows you to (a) paste entire bibtex entries from a text editor, web browser, etc (b) copy and paste entries between multiple instances of JabRef (since only the text representation seems to get as far as the X clipboard, at least on my system)",0,instantiateSearchAutoCompleter();,method_declaration
905,Line,The action for copying the selected entry's key.,1,dividerPositionSubscription = EasyBind.monadic(Bindings.valueAt(splitPane.getDividers(),assignment
906,Line,The action for copying the selected entry's title.,1,resetChangeMonitorAndChangePane();,method_declaration
907,Line,The action for copying a cite for the selected entry.,0,this.baseChanged = true;,assignment
908,Line,The action for copying the BibTeX keys as hyperlinks to the urls of the selected entries,0,CoarseChangeFilter changeFilter = new CoarseChangeFilter(bibDatabaseContext);,assignment
909,Line,Collect all non-null titles.,0,suggestionProviders = new SuggestionProviders();,assignment
910,Line,All entries had titles.,0,frame.setWindowTitle();,method_call
911,Line,Collect all non-null keys.,1,FileFinder fileFinder = FileFinders.constructFromConfiguration(Globals.prefs.getAutoLinkPreferences());,assignment
912,Line,All entries had keys.,0,if (Globals.prefs.getBoolean(JabRefPreferences.AUTO_ASSIGN_GROUP)) {,method_declaration
913,Line,Collect all non-null keys.,1,DefaultTaskExecutor.runInJavaFXThread(() -> frame.getGlobalSearchBar().performSearch());,method_call
914,Line,All entries had keys.,0,List<LinkedFile> files = bes.get(0).getFiles();,assignment
915,Line,"OK: in a future version, this string should be configurable to allow arbitrary exports",0,public class CrossrefFetcherEvaluator {,class_declaration
916,Line,Collect all non-null keys.,1,private static Object createDependency(Class<?> clazz) {,method_declaration
917,Line,All entries had keys.,0,Injector.setInstanceSupplier(DefaultInjector::createDependency);,method_call
918,Line,Set owner and timestamp,0,public interface DialogService {,class_declaration
919,Line,Create an UndoableInsertEntry object.,1,<T> Optional<T> showChoiceDialogAndWait(String title,method_declaration
920,Line,The database just changed.,1,Optional<String> showInputDialogAndWait(String title,method_declaration
921,Line,Focus field and entry in main table (async to give entry editor time to load),0,Optional<String> showInputDialogWithDefaultAndWait(String title,method_declaration
922,Line,Add the listener that binds selection to state manager (TODO: should be replaced by proper JavaFX binding as soon as table is implemented in JavaFX),0,void showInformationDialogAndWait(String title,method_declaration
923,Line,Update entry editor and preview according to selected entries,0,void showWarningDialogAndWait(String title,method_declaration
924,Line,TODO: Register these actions globally,0,void showErrorDialogAndWait(String title,method_declaration
925,Line,restore last splitting state (before mainTable is created as creation affects the stored size of the entryEditors),0,void showErrorDialogAndWait(String message,method_declaration
926,Line,Set up name autocompleter for search:,1,void showErrorDialogAndWait(String title,method_declaration
927,Line,"Saves the divider position as soon as it changes We need to keep a reference to the subscription, otherwise the binding gets garbage collected",0,void showErrorDialogAndWait(String message);,method_declaration
928,Line,create changeMonitor and changePane so we get notifications about outside changes to the file.,0,boolean showConfirmationDialogAndWait(String title,method_declaration
929,Line,"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed",0,boolean showConfirmationDialogAndWait(String title,method_declaration
930,Line,Ensure that the suggestion providers are in sync with entries,0,boolean showConfirmationDialogAndWait(String title,method_declaration
931,Line,Create empty suggestion providers if auto completion is deactivated,0,boolean showConfirmationDialogWithOptOutAndWait(String title,method_declaration
932,Line,Put an asterisk behind the filename to indicate the database has changed.,0,boolean showConfirmationDialogWithOptOutAndWait(String title,method_declaration
933,Line,Run the search operation:,0,<R> Optional<R> showCustomDialogAndWait(Dialog<R> dialog);,method_declaration
934,Line,Automatically add new entry to the selected group (or set of groups),0,<V> void showProgressDialogAndWait(String title,method_declaration
935,Line,IMO only used to update the status (found X entries),0,void notify(String message);,method_declaration
